,id
512,1339342087775531009
513,1339340742272176128
514,1339339320130478080
515,1339336357840375810
516,1339334667074301952
517,1339333259189161989
518,1339333057346727943
519,1339330417820749824
520,1339328518585536517
521,1339328330936422401
522,1339327971249836034
523,1339319552426057737
524,1339318684834258949
525,1339318629427515394
526,1339316643470651392
527,1339314360259280898
528,1339313644472033285
529,1339312994971488256
530,1339312773201866752
531,1339308772888621056
532,1339308111987818497
533,1339307554753703937
534,1339307550701879296
535,1339306155785527305
536,1339305268753039361
537,1339305220908740611
538,1339305086959411204
539,1339304800719155201
540,1339304480593108993
541,1339304142288908296
542,1339303976446124036
543,1339303690344275969
544,1339303486727610374
545,1339302184308060163
546,1339300094861074439
547,1339299806464909319
548,1339299767977996288
549,1339299383284817926
550,1339298004554092545
551,1339297037985132544
552,1339296708036087808
553,1339294914845270018
554,1339294725770244097
555,1339294145127608323
556,1339293505345228805
557,1339290322715639808
558,1339290048882122753
559,1339289380163346433
560,1339288964600127492
561,1339288374016942082
562,1339284902265569283
563,1339282113472946177
564,1339280682221264898
565,1339280644438978560
566,1339280155282452483
567,1339275390385315843
568,1339270271082094592
569,1339266757371027458
570,1339266037477486592
571,1339265776256217088
572,1339265290677399554
573,1339265142169743364
574,1339264317414227968
575,1339263660460535813
576,1339259855933218816
577,1339259544237604864
578,1339259228100366336
579,1339239939272286209
580,1339239611332227073
581,1339239111643852801
582,1339239013853573120
583,1339238562227740677
584,1339238354542538756
585,1339238155833253895
586,1339237594152964098
587,1339232029653819395
588,1339231026711678977
589,1339228946118955013
590,1339225200693555203
591,1339224198162558983
592,1339222516213039104
593,1339220843419873281
594,1339216647811264513
595,1339210782807093249
596,1339208102009327617
597,1339207028007444481
598,1339205808609849344
599,1339204553561026567
600,1339203152864796679
601,1339196288408150018
602,1339194335246626818
603,1339192370680586240
604,1339190613317623808
605,1339187287318523904
606,1339185377236627459
607,1339183372560707584
608,1339182445598568451
609,1339181994190757889
610,1339176734336356352
611,1339176495202242560
612,1339175806774300672
613,1339165726297485313
614,1339163537504088065
615,1339161321997295617
616,1339156805021261824
617,1339150743941623815
618,1339145904650133504
619,1339130526905544707
620,1339128145019015170
621,1339128049246363648
622,1339127662866927617
623,1339124507802365953
624,1342274907124731912
625,1342156173768871943
626,1342065115714224128
627,1342063197516410882
628,1340958865194688516
629,1340719770988126214
630,1340705773941305346
631,1339882658063671297
632,1339877456199647233
633,1339877026338103296
634,1339875083314085889
635,1339873414308360194
636,1339865189605367808
637,1339850602558484481
638,1339849312986083328
639,1339848675925876736
640,1339844084249333760
641,1339839590673346562
642,1339836663963521024
643,1339827791139909633
644,1339825526114906112
645,1339819820271878144
646,1339818951870656518
647,1339787017790615554
648,1339782564295434244
649,1339778793494482945
650,1339774952837439489
651,1339772243908452353
652,1339763049196965888
653,1339762390439776257
654,1339760268394590209
655,1339753414780215296
656,1339751661280083971
657,1339750467702829059
658,1339750192111898624
659,1339746209041440771
660,1339741455036936192
661,1339739099205230592
662,1339736993803153409
663,1339731810012573703
664,1339730628867178500
665,1339725445823000576
666,1339720728841732096
667,1339714491785883648
668,1339712597533192192
669,1339705882259714049
670,1339705366595076097
671,1339699623586361345
672,1339696683010015233
673,1339696203194376195
674,1339695570722709505
675,1339694149876912129
676,1339688959266451457
677,1339684588214337536
678,1339680694193123328
679,1339679731168530434
680,1339679247372349448
681,1339676147190263817
682,1339674300203331586
683,1339673228609007628
684,1339672825632878592
685,1339672811758088193
686,1339662864546754564
687,1339662123593568258
688,1339661249873928193
689,1339661248510783489
690,1339659132823998464
691,1339656923835056128
692,1339653395062386689
693,1339651291622985728
694,1339651036693323781
695,1339650144699097091
696,1339649785331134466
697,1339648661928759302
698,1339645373028036608
699,1339639562163924992
700,1339637465926262787
701,1339637363027406853
702,1339636882263699458
703,1339634057487986693
704,1339632334190960640
705,1339628731774754819
706,1339627590416355329
707,1339627165533437952
708,1339622618073337856
709,1339622315076669444
710,1339614246582272004
711,1339611670948278272
712,1339611404970692610
713,1339609821226659843
714,1339604813043023875
715,1339604106097266689
716,1339603999100555265
717,1339603862701834242
718,1339603381665423365
719,1339600861878575115
720,1339596941018112006
721,1339593152865288192
722,1339589948568027139
723,1339589896625815563
724,1339589659320414217
725,1339586998793691138
726,1339584905009717250
727,1339583297509199874
728,1339579080107151361
729,1339576737114583042
730,1339573021896531968
731,1339571545992294401
732,1339569178865528833
733,1339567916963012609
734,1339557197001486342
735,1339546414028828672
736,1339542106654846977
737,1339531606227357696
738,1339531524262289408
739,1339518723070148608
740,1339512244065878018
741,1339511188951064577
742,1339506285331542019
743,1339505519485046784
744,1339501739901390848
745,1339499253140320261
746,1339498736028962816
747,1339497596470046721
748,1339496267123187712
749,1339495873823293440
750,1339495590116302848
751,1339493588896497665
752,1339488067040763904
753,1339477267370496000
754,1339466591109431296
755,1339456334626844672
756,1339456185754218496
757,1339446545465241600
758,1339446389470867456
759,1339443533258887168
760,1339441873685864448
761,1339441524745138176
762,1339439476410597377
763,1339437623291637762
764,1339437538755424256
765,1339437450092040192
766,1339437322522284033
767,1339437272614232066
768,1339437239735095296
769,1339437206042193920
770,1339437150073446400
771,1339437069807063041
772,1339437029411663872
773,1339437002543009792
774,1339436975267467264
775,1339436938802196481
776,1339436929042014214
777,1339436904199163913
778,1339436862197391363
779,1339436810330660869
780,1339436774934933505
781,1339436392133357568
782,1339420139570094081
783,1339419800053850113
784,1340315232070201345
785,1340314215819726849
786,1340313682606219266
787,1340311966938767360
788,1340310922695503874
789,1340310457064812544
790,1340308425348100097
791,1340307823096438784
792,1340306833337147397
793,1340304234416381954
794,1340295900808228864
795,1340279849877909504
796,1340267536936562690
797,1340267146589270018
798,1340266070062624773
799,1340264718909329409
800,1340263765271568384
801,1340263319563870209
802,1340262970656321536
803,1340262430572724224
804,1340260636853493761
805,1340258302349991938
806,1340254876597702656
807,1340250523883040770
808,1340240320525705217
809,1340234717581488129
810,1340217437569114112
811,1340214428160110592
812,1340209434107105280
813,1340205539641483264
814,1340198657602301952
815,1340188625817006081
816,1340185520572403714
817,1340185492063744000
818,1340185468462391296
819,1340185378389700609
820,1340185345946750976
821,1340185254016016384
822,1340148839240650755
823,1340146172854353920
824,1340144689069109248
825,1340133069873766400
826,1340130263263678466
827,1340129733820870657
828,1340123978061385728
829,1340119287361626117
830,1340113414253924356
831,1340105000756727808
832,1340100487425781765
833,1340100392424787968
834,1340094306078605314
835,1340090004777922561
836,1340086262506680320
837,1340086019220254721
838,1340084663239340032
839,1340084648697729024
840,1340082039995985920
841,1340081419729645568
842,1340078004421206016
843,1340075377960517632
844,1340071653645164546
845,1340069183506313222
846,1340065259059462144
847,1340051308368289795
848,1340050379518701569
849,1340048251563745280
850,1340045779793289217
851,1340045427022962688
852,1340045422434394112
853,1340043772177084416
854,1340040230984925184
855,1340035396311379971
856,1340034542405443584
857,1340022005781946376
858,1340019043445714946
859,1340016612255047680
860,1340014622728888320
861,1340014500083236864
862,1340010086874419206
863,1340009883274366978
864,1340009156263206923
865,1340004742672637952
866,1340004197710761984
867,1340001660773527554
868,1340000375697391616
869,1339994918245294085
870,1339990007998758918
871,1339987751048011778
872,1339985210558046208
873,1339980489969561604
874,1339977964226813953
875,1339977830696968195
876,1339977759192453121
877,1339977182379208706
878,1339976088798281728
879,1339974516387303430
880,1339969712890007553
881,1339968997975076867
882,1339966249892257792
883,1339965995763572737
884,1339964877146886144
885,1339964773543264259
886,1339961932498001921
887,1339961391193702401
888,1339956346804969472
889,1339955505343688704
890,1339950066442805249
891,1339949154781573128
892,1339947759760191489
893,1339947392595058688
894,1339940861556211713
895,1339940450237624320
896,1339939473518448645
897,1339938563102633984
898,1339936961197465600
899,1339927069329928192
900,1339923424462848000
901,1339922104372912128
902,1339921804832419845
903,1339921739460046848
904,1339921655125192707
905,1339921599374503938
906,1339921519586242560
907,1339921448572506115
908,1339920107431202823
909,1339920033603006465
910,1339918217029009409
911,1339909831545810946
912,1339895687350108160
913,1339887031615418369
914,1339886895518519296
915,1343281741289680897
916,1342108008080408576
917,1341251058333413376
918,1341247364858843136
919,1340948124236476416
920,1340463397956014081
921,1340458612095938560
922,1340456887817560065
923,1340432746099961857
924,1340429948893487105
925,1340429498890792962
926,1340423709199364096
927,1340420987754524673
928,1340419473313046528
929,1340417291071176710
930,1340415887933902848
931,1340414605080879106
932,1340413310932553730
933,1340412058223796225
934,1340400912918061059
935,1340386860078686209
936,1340386137882456065
937,1340385843404361729
938,1340385128426729477
939,1340383830595706881
940,1340382275129778178
941,1340381469852790785
942,1340381307847766019
943,1340380626000642048
944,1340376947575189504
945,1340373087947284484
946,1340370838462345216
947,1340370069856153601
948,1340369963324989445
949,1340369525263482887
950,1340366929886932992
951,1340363736012513280
952,1340363214115262465
953,1340362131594612739
954,1340361490306654210
955,1340361104736874496
956,1340359723477069826
957,1340357207829794816
958,1340355928546226177
959,1340352405846810624
960,1340351352048906240
961,1340350512449908736
962,1340346302195003393
963,1340345048618119172
964,1340344326346461185
965,1340342204099944455
966,1340337419007176705
967,1340335856217931784
968,1340333722185457666
969,1340331539272491010
970,1340331407046922240
971,1340329898733408256
972,1340326882709946368
973,1340323755508285446
974,1340318426867376129
975,1341987734735499264
976,1341497724722667528
977,1341461971535765507
978,1341051595790766081
979,1341050799850356736
980,1341050187138150402
981,1341047205986222087
982,1341046488965603328
983,1341043732569862145
984,1341043087603347457
985,1341039390991257602
986,1341035846032617472
987,1341028408508121089
988,1341017829403815941
989,1341013306740498432
990,1341005503921442817
991,1341004240798531585
992,1341004016600428545
993,1340996140737523712
994,1340994665206575107
995,1340994217842266114
996,1340991592711266306
997,1340986901852024832
998,1340986816116256769
999,1340985314244964352
1000,1340979093886672898
1001,1340975300365193216
1002,1340956844852994050
1003,1340954828495839234
1004,1340937349807652864
1005,1340919364715995137
1006,1340911986880626688
1007,1340908622591750144
1008,1340885536408530944
1009,1340880272380801024
1010,1340863794197753857
1011,1340827295972347904
1012,1340817586729193472
1013,1340817399629578242
1014,1340815999633920000
1015,1340809749718126592
1016,1340799663922941953
1017,1340795620781527045
1018,1340791360924872705
1019,1340790730567127040
1020,1340785568477798403
1021,1340783359765733378
1022,1340781196347904003
1023,1340780114418798592
1024,1340779390544703488
1025,1340778469538603010
1026,1340776466837979136
1027,1340770655856418816
1028,1340768547853758470
1029,1340766077471531008
1030,1340763250456223744
1031,1340753885938511876
1032,1340748351629770753
1033,1340743186457763840
1034,1340730426776817670
1035,1340721114863976448
1036,1340714800037261312
1037,1340707312353173504
1038,1340703706669572111
1039,1340702831012179969
1040,1340696269522690060
1041,1340695047851958274
1042,1340681363016585218
1043,1340680449950158848
1044,1340659121314525185
1045,1340657234896969731
1046,1340651624159539206
1047,1340648103846797313
1048,1340647738547945472
1049,1340643941113278464
1050,1340640594973089796
1051,1340629848319004673
1052,1340625081609891840
1053,1340624099626930176
1054,1340618543205781505
1055,1340617144602685444
1056,1340601458241224704
1057,1340590006654648321
1058,1340583453184712707
1059,1340583336977321984
1060,1340578497639682048
1061,1340570695902879745
1062,1340569382490173441
1063,1340562466955288576
1064,1340557710660669440
1065,1340552298494185474
1066,1340548047512723456
1067,1340547819153715200
1068,1340530727956393984
1069,1340527395552387073
1070,1340525044829728771
1071,1340507811898413057
1072,1340504168746917890
1073,1340487540642435074
1074,1340487412326277120
1075,1340480662784995329
1076,1340467360050933762
1077,1343870180292702208
1078,1343825523286421504
1079,1343635127096623104
1080,1343568953025699853
1081,1343091745404366851
1082,1342625220348272640
1083,1342615376673333250
1084,1342613255223730177
1085,1342586642360631300
1086,1342584056538673152
1087,1342579124284616704
1088,1342560876688244736
1089,1342553286931587072
1090,1342549376988815365
1091,1342541865762119684
1092,1342541719657717760
1093,1342534846405632000
1094,1342525335611584515
1095,1342524945666994177
1096,1342519473090293760
1097,1342508913992880129
1098,1342507898362990592
1099,1342504375269416960
1100,1342481284912865280
1101,1342472414525984768
1102,1342457899050815489
1103,1342455255984975874
1104,1342438012228132865
1105,1342432131574849536
1106,1342430964035821569
1107,1342417963475996672
1108,1342400506015211520
1109,1342400472972484608
1110,1342368232297156608
1111,1342368228027158535
1112,1342368080333217792
1113,1342366653540048896
1114,1342360229292478464
1115,1342356271278657536
1116,1342353094961627138
1117,1342336936166502401
1118,1342332035130507264
1119,1342331703864471558
1120,1342309421871996929
1121,1342268348722151425
1122,1342256397132693505
1123,1342236913768529920
1124,1342228060104503298
1125,1342227972649054208
1126,1342216219231997954
1127,1342216129494872069
1128,1342216116559622152
1129,1342215181204676608
1130,1342213784107184158
1131,1342207268352380928
1132,1342181429250322433
1133,1342180758815911936
1134,1342165471303512067
1135,1342162168800817159
1136,1342160458514628609
1137,1342155332525699072
1138,1342155330147536896
1139,1342155019387285504
1140,1342154062637256707
1141,1342153312242704392
1142,1342152378825510913
1143,1342151078276698112
1144,1342144311933235200
1145,1342140611902640129
1146,1342137969839386631
1147,1342136091902668810
1148,1342136002954072067
1149,1342135762989555714
1150,1342135520508444673
1151,1342135296524230659
1152,1342134757388406784
1153,1342133881156329473
1154,1342133284172492801
1155,1342131812554989575
1156,1342131405720055808
1157,1342124846550032384
1158,1342119578361606144
1159,1342117465027989505
1160,1342115006209536000
1161,1342111273203478528
1162,1342108895255400449
1163,1342107631700340736
1164,1342104204052148226
1165,1342097448483876864
1166,1342097100969021443
1167,1342095614193127424
1168,1342095359145861121
1169,1342090935606390786
1170,1342086080569421830
1171,1342083743901741056
1172,1342083634875015170
1173,1342081715452391426
1174,1342080774552563719
1175,1342076920268267521
1176,1342075783020503041
1177,1342068763131342855
1178,1342064312513409024
1179,1342063477481943046
1180,1342060120012939269
1181,1342058678745137155
1182,1342057124042575872
1183,1342054660140625920
1184,1342050362870571008
1185,1342049445073084416
1186,1342048148722737152
1187,1342046635828908033
1188,1342020744004431875
1189,1342019390376714240
1190,1342014823882780672
1191,1342013741953654784
1192,1342012001481089025
1193,1342002312898899969
1194,1342001016460300290
1195,1341993208352550912
1196,1341989577343590401
1197,1341989482401124353
1198,1341986417002496000
1199,1341985846615007232
1200,1341984761976397825
1201,1341983299187707904
1202,1341982769459593216
1203,1341980570922979328
1204,1341979416063332353
1205,1341977935390134272
1206,1341975512693014528
1207,1341974990342791170
1208,1341965162283229184
1209,1341962448836808704
1210,1341961330400620545
1211,1341960756237983747
1212,1341960437672398849
1213,1341958083644424193
1214,1341951238724792321
1215,1341950378879844352
1216,1341943969857503236
1217,1341942727643164673
1218,1341941388011704325
1219,1341940660769714177
1220,1341934117815017472
1221,1341917776424800257
1222,1341913061947531264
1223,1341905279332528128
1224,1341904890306719744
1225,1341903821199577095
1226,1341903645445652480
1227,1341903001204699136
1228,1341902342346715136
1229,1341900693561434113
1230,1341899807628140544
1231,1341892818416136192
1232,1341888813807902721
1233,1341886609625653251
1234,1341885921948540928
1235,1341882974598475777
1236,1341882554383814659
1237,1341879933874933760
1238,1341866564832944140
1239,1341852327200911361
1240,1341849503259877383
1241,1341846510212931586
1242,1341843696547971073
1243,1341841057840066561
1244,1341840204676485121
1245,1341839934160855041
1246,1341836193781190659
1247,1341831078722596870
1248,1341828285739786247
1249,1341825737431629824
1250,1341821887798775809
1251,1341821667555815424
1252,1341821402220011522
1253,1341820872718340098
1254,1341819059344707584
1255,1341818858068299776
1256,1341818804196831234
1257,1341818099608285191
1258,1341816990567182337
1259,1341812152672415744
1260,1341811526399750144
1261,1341810413860577280
1262,1341805157416378370
1263,1341804900179570690
1264,1341803764450127873
1265,1341800447892480008
1266,1341796872931987456
1267,1341795412718440449
1268,1341793233450496004
1269,1341792725365088256
1270,1341791931186208768
1271,1341791584938057729
1272,1341790674975395840
1273,1341790193066659842
1274,1341789755969740802
1275,1341788736187723776
1276,1341788506092429317
1277,1341787988896919555
1278,1341785111323422723
1279,1341783507262197770
1280,1341782570292441096
1281,1341782103655112705
1282,1341771244719517697
1283,1341769038121340929
1284,1341767844019761154
1285,1341767598355210240
1286,1341766715571638272
1287,1341760645885210624
1288,1341758208499732481
1289,1341752539675578368
1290,1341746438284447744
1291,1341745122258657280
1292,1341743414681985025
1293,1341742477385068545
1294,1341737385177063431
1295,1341737090111975424
1296,1341736371547992064
1297,1341735836606476291
1298,1341735370174689283
1299,1341732796851732485
1300,1341732305568710656
1301,1341731233575931906
1302,1341730589024669697
1303,1341723974112342017
1304,1341723217610850308
1305,1341718720339701761
1306,1341716984635994114
1307,1341713183191523330
1308,1341712192320757760
1309,1341711920592773121
1310,1341711587569061888
1311,1341709540392394755
1312,1341700511154675714
1313,1341699948786688001
1314,1341696566344568834
1315,1341695940558802946
1316,1341695028880674818
1317,1341689517716230146
1318,1341683797973200896
1319,1341681278349762562
1320,1341674914428948480
1321,1341673004476944384
1322,1341670924882501635
1323,1341669308280266755
1324,1341668843970805760
1325,1341665010393739265
1326,1341654261080453120
1327,1341654249235767296
1328,1341654013578768385
1329,1341651533688029185
1330,1341648724183937025
1331,1341634800852058113
1332,1341634779662454784
1333,1341633827974877186
1334,1341633642897006594
1335,1341633134731923458
1336,1341632813771223040
1337,1341631590644985857
1338,1341625218201206784
1339,1341622000083714048
1340,1341621623414284289
1341,1341611003067428866
1342,1341607694826782720
1343,1341599959662018561
1344,1341598118580654080
1345,1341577958490664960
1346,1341566175386451968
1347,1341562933881561088
1348,1341561208693010433
1349,1341561041763721216
1350,1341555593933406209
1351,1341555427910270977
1352,1341551186617364481
1353,1341533890910048258
1354,1341531849181569025
1355,1341531321936572416
1356,1341528759804059654
1357,1341528352444833793
1358,1341526773452988417
1359,1341519399942053897
1360,1341515163875356678
1361,1341514789462421504
